Year,Value,
1976,35942270686,
1977,41508030431,
1978,46523091010,
1979,53132244624,
1980,64439382896,
1981,63596654761,
1982,62647195538,
1983,61627240831,
1984,62057955033,
1985,65416879914,
1986,78693253276,
1987,94230055659,
1988,1.019E+11,
1989,1.02634E+11,
1990,1.19792E+11,
1991,1.21872E+11,
1992,1.30838E+11,
1993,1.20579E+11,
1994,1.27131E+11,
1995,1.52027E+11,
1996,1.63518E+11,
1997,1.61354E+11,
1998,1.54165E+11,
1999,1.62286E+11,
2000,1.71316E+11,
2001,1.74003E+11,
2002,1.95418E+11,
2003,2.28752E+11,
2004,2.64357E+11,
2005,3.08722E+11,
2006,3.45425E+11,
2007,4.01083E+11,
2008,4.62554E+11,
2009,3.86622E+11,
2010,4.29131E+11,
2011,4.98832E+11,
2012,5.10229E+11,
2013,5.23502E+11,
2014,4.99339E+11,
2015,3.86663E+11,
2016,3.71076E+11,
1965,63287594.51,
1966,67768132.18,
1967,107152720.2,
1968,188864890.8,
1969,239980801.5,
1970,256299496,
1971,301010587.1,
1972,366857738.4,
1973,483033932.1,
1974,1645917776,
1975,2096699189,
1976,2560220035,
1977,2741169948,
1978,2740301390,
1979,3733352635,
1980,5981760278,
1981,7259120151,
1982,7554719456,
1983,7932541691,
1984,8821366532,
1985,10005500579,
1986,7323822251,
1987,7811183095,
1988,8386215865,
1989,9372171651,
1990,11685045514,
1991,11341482445,
1992,12452275683,
1993,12493107932,
1994,12918855657,
1995,13802600780,
1996,15277763329,
1997,15837451235,
1998,14085373212,
1999,15710148244,
2000,19507412224,
2001,19452015605,
2002,20142782835,
2003,21633810143,
2004,24763589077,
2005,31081924577,
2006,37215864759,
2007,42085305592,
2008,60905331599,
2009,48388296489,
2010,58641621847,
2011,67937307412,
2012,76689583355,
2013,78938585176,
2014,81034395059,
2015,69831770871,
2016,66293368010,
1960,3707055901,
1961,4054599181,
1962,4233095590,
1963,4540529105,
1964,5130407728,
1965,5884712096,
1966,6466610752,
1967,7403821903,
1968,8090088555,
1969,8632927257,
1970,10027088849,
1971,10602058190,
1972,9309109764,
1973,6324884129,
1974,8773030424,
1975,11340000242,
1976,13338484980,
1977,15126059646,
1978,17820100626,
1979,19707979303,
1980,23689696768,
1981,28100605515,
1982,30725972787,
1983,28691890433,
1984,31151824659,
1985,31144920554,
1986,31899071054,
1987,33351528115,
1988,38472741737,
1989,40171019643,
1990,40010424929,
1991,45451960732,
1992,48635176853,
1993,51478304860,
1994,51894781282,
1995,60636022423,
1996,63320122807,
1997,62433300338,
1998,62191955814,
1999,62973855719,
2000,73952374970,
2001,72309738921,
2002,72306820396,
2003,83244801093,
2004,97977766198,
2005,1.09502E+11,
2006,1.37264E+11,
2007,1.52386E+11,
2008,1.70078E+11,
2009,1.68153E+11,
2010,1.77407E+11,
2011,2.13587E+11,
2012,2.24384E+11,
2013,2.31219E+11,
2014,2.44361E+11,
2015,2.70556E+11,
2016,2.78913E+11,
1990,76888000,
1991,83855000,
1992,82451000,
1993,75907000,
1994,83527000,
1995,95237000,
1996,108203000,
1997,113213000,
1998,117320000,
1999,113485000,
2000,147832600,
2001,158159300,
2002,161615200,
2003,157962700,
2004,173373900,
2005,191326500,
2006,193085900,
2007,194767100,
2008,196711500,
2009,186891100,
2010,183335100,
2011,200066900,
2012,215095100,
2013,228012200,
2014,246436300,
2015,297645400,
2016,310248300,
1960,537147100,
1961,599026300,
1962,652120900,
1963,722784500,
1964,776137500,
1965,852485300,
1966,928833000,
1967,1034376400,
1968,1112791100,
1969,1221305700,
1970,1351006400,
1971,1523917200,
1972,1673411700,
1973,1913793400,
1974,2188307600,
1975,2435304100,
1976,2588106000,
1977,2738261900,
1978,3244558600,
1979,3704551600,
1980,4614086400,
1981,5222421500,
1982,5769767900,
1983,5923755900,
1984,6183387100,
1985,6541517100,
1986,6797834200,
1987,6827665300,
1988,5902783400,
1989,5918469800,
1990,6433967000,
1991,7074675500,
1992,8042337700,
1993,8782585400,
1994,9365289800,
1995,9573813700,
1996,9870494000,
1997,10677286100,
1998,11575486400,
1999,12130252200,
2000,12304115000,
2001,12502013400,
2002,12994310400,
2003,13693981200,
2004,15013381700,
2005,16374393900,
2006,18141666300,
2007,20958000000,
2008,24522200000,
2009,26593500000,
2010,28917200000,
2011,34373820500,
2012,39954761200,
2013,44856189500,
2014,49165773100,
2015,52132289700,
2016,55187700000,
1960,230496033,
1961,244832035,
1962,261184037.4,
1963,275968039.5,
1964,305312043.7,
1965,344159480.3,
1966,390973233.3,
1967,441706910.1,
1968,485160824.3,
1969,551237316.6,
1970,645537126.2,
1971,717716130.5,
1972,858802035.9,
1973,1299105241,
1974,1467346060,
1975,1356591177,
1976,1511856584,
1977,1640763204,
1978,1947947524,
1979,2293621944,
1980,2545983008,
1981,2498068351,
1982,2368584970,
1983,2562492525,
1984,2552526263,
1985,2423373088,
1986,2648033766,
1987,3143848331,
1988,3655979702,
1989,3546460177,
1990,3219730365,
1991,3787352287,
1992,4377984100,
1993,4974662910,
1994,5502648500,
1995,4636113480,
1996,5155485420,
1997,4936605080,
1998,3789428160,
1999,3477060138,
2000,3521348155,
2001,3081024212,
2002,2999511040,
2003,3536411824,
2004,3927157867,
2005,4865892972,
2006,8306343442,
2007,9545071325,
2008,11670678864,
2009,11619541940,
2010,14250726290,
2011,17984816533,
2012,21295834133,
2013,21261305413,
2014,23003575201,
2015,21060901604,
2016,20213214172,
1965,400129691.3,
1966,421700442.1,
1967,451524124.6,
1968,477012512.7,
1969,512728946,
1970,548758098.4,
1971,609047284.9,
1972,697291727.8,
1973,889357059.5,
1974,1199618980,
1975,1351889403,
1976,1540820245,
1977,1912353340,
1978,2350329157,
1979,3135123879,
1980,4094810488,
1981,5219516810,
1982,5067450002,
1983,5237432542,
1984,4067222369,
1985,2966234106,
1986,3439716562,
1987,3778316380,
1988,4082625953,
1989,4599970618,
1990,5695201563,
1991,6984367763,
1992,7157424031,
1993,7249533620,
1994,7870982171,
1995,9062131308,
1996,9788391733,
1997,9965225497,
1998,9024567484,
1999,8392549702,
2000,8195993231,
2001,7662595076,
2002,6325151760,
2003,6588103836,
2004,8033877360,
2005,8734653809,
2006,10646157920,
2007,13794910634,
2008,18504130753,
2009,15929902138,
2010,20030528043,
2011,25099681461,
2012,24595319574,
2013,28965906502,
2014,30881166852,
2015,27282581336,
2016,27424071383,
1960,2571908062,
1961,2899654840,
1962,3286773188,
1963,3600957771,
1964,4356913870,
1965,5166861068,
1966,6113607728,
1967,6204253759,
1968,5736083835,
1969,6420909790,
1970,7432223177,
1971,8289582884,
1972,9189413409,
1973,10994381895,
1974,13858441211,
1975,16877163792,
1976,15947709380,
1977,14620386674,
1978,12495779622,
1979,15962459447,
1980,18134029180,
1981,21649137620,
1982,21793496819,
1983,17345624454,
1984,17599660054,
1985,16548827018,
1986,15244232958,
1987,20702298397,
1988,15439408447,
1989,22499559086,
1990,26410386669,
1991,34672122381,
1992,36139225288,
1993,35158109999,
1994,44882079767,
1995,53312793687,
1996,55252414130,
1997,58147522523,
1998,55501467877,
1999,50187324568,
2000,51744749133,
2001,52030158775,
2002,54777553515,
2003,58731030122,
2004,66768703498,
2005,76060606061,
2006,88643193062,
2007,1.02171E+11,
2008,1.20551E+11,
2009,1.20823E+11,
2010,1.47529E+11,
2011,1.71762E+11,
2012,1.92649E+11,
2013,2.01218E+11,
2014,2.0105E+11,
2015,1.89212E+11,
2016,1.92207E+11,
1960,6684568805,
1961,7256966966,
1962,4399827768,
1963,4875309866,
1964,5271404668,
1965,5784398977,
1966,6371459304,
1967,6809134236,
1968,7591603053,
1969,8408229699,
1970,6687204834,
1971,7408305736,
1972,8017468688,
1973,10082885603,
1974,13781139970,
1975,14893969288,
1976,17097563270,
1977,19648106122,
1978,22706155475,
1979,27502168727,
1980,32450541843,
1981,35646416953,
1982,37140163934,
1983,33212180658,
1984,31408492877,
1985,30734335449,
1986,29868339081,
1987,33195933430,
1988,37885440419,
1989,42575183906,
1990,44311593756,
1991,45417561302,
1992,52976344929,
1993,54368083953,
1994,64084460124,
1995,74119987245,
1996,82848140618,
1997,82344260571,
1998,72207025219,
1999,82995147090,
2000,81026297144,
2001,76262072022,
2002,81357602950,
2003,83908206456,
2004,91371239765,
2005,1.03072E+11,
2006,1.22211E+11,
2007,1.4936E+11,
2008,1.74195E+11,
2009,1.68335E+11,
2010,1.99591E+11,
2011,2.24143E+11,
2012,2.50092E+11,
2013,2.71836E+11,
2014,2.84585E+11,
2015,2.92774E+11,
2016,3.04905E+11,
1990,65977749038,
1991,85500935935,
1992,94337050693,
1993,96045645026,
1994,1.10803E+11,
1995,1.42137E+11,
1996,1.59943E+11,
1997,1.59118E+11,
1998,1.74388E+11,
1999,1.69718E+11,
2000,1.71886E+11,
2001,1.90521E+11,
2002,1.98681E+11,
2003,2.17519E+11,
2004,2.55102E+11,
2005,3.06135E+11,
2006,3.44826E+11,
2007,4.2925E+11,
2008,5.33816E+11,
2009,4.40347E+11,
2010,4.79258E+11,
2011,5.28725E+11,
2012,5.00284E+11,
2013,5.24201E+11,
2014,5.45076E+11,
2015,4.7728E+11,
2016,4.71364E+11,
1960,3193200404,
1961,3417516639,
1962,3668222358,
1963,3905734460,
1964,4235608178,
1965,4687464055,
1966,5135387846,
1967,5740241166,
1968,6354262628,
1969,6969025826,
1970,8109032775,
1971,9202512367,
1972,11240223128,
1973,15092052330,
1974,17514112076,
1975,19349512941,
1976,20334835544,
1977,21441635411,
1978,23489924726,
1979,26625439344,
1980,32899759311,
1981,31980423453,
1982,30530759334,
1983,27242331886,
1984,25220451794,
1985,27118476174,
1986,38749715722,
1987,48187667853,
1988,56352797354,
1989,60600056659,
1990,78721607509,
1991,89242382961,
1992,1.07603E+11,
1993,95019103603,
1994,99698453261,
1995,1.18134E+11,
1996,1.2263E+11,
1997,1.17046E+11,
1998,1.23982E+11,
1999,1.27466E+11,
2000,1.18358E+11,
2001,1.21546E+11,
2002,1.34229E+11,
2003,1.64964E+11,
2004,1.89187E+11,
2005,1.97305E+11,
2006,2.08567E+11,
2007,2.40169E+11,
2008,2.62008E+11,
2009,2.43746E+11,
2010,2.38303E+11,
2011,2.44895E+11,
2012,2.16368E+11,
2013,2.26073E+11,
2014,2.2963E+11,
2015,1.9942E+11,
2016,2.04837E+11,
1960,1691900000,
1961,1865100000,
1962,2094400000,
1963,2333600000,
1964,2570500000,
1965,2881500000,
1966,3170500000,
1967,3532700000,
1968,3941700000,
1969,4460700000,
1970,5034700000,
1971,5646800000,
1972,6328900000,
1973,7002400000,
1974,7684800000,
1975,8198300000,
1976,8968600000,
1977,9910900000,
1978,11165000000,
1979,12750000000,
1980,14436100000,
1981,15955700000,
1982,16764200000,
1983,17276600000,
1984,19162600000,
1985,20289200000,
1986,21969400000,
1987,23878000000,
1988,26178400000,
1989,28266800000,
1990,30603919000,
1991,32287031000,
1992,34630430000,
1993,36922456000,
1994,39690630000,
1995,42647331000,
1996,45340835000,
1997,48187039000,
1998,54086409000,
1999,57840954000,
2000,61701810000,
2001,69668635000,
2002,72546194000,
2003,75833996000,
2004,80322313000,
2005,83914521341,
2006,87276164365,
2007,89524131617,
2008,93639316000,
2009,96385638000,
2010,98381268000,
2011,1.00352E+11,
2012,1.01081E+11,
2013,1.03135E+11,
1970,301791301.8,
1971,387700084.2,
1972,510259940.7,
1973,793884368,
1974,2401403227,
1975,2512784033,
1976,3284301332,
1977,3617580172,
1978,4052000413,
1979,5633000318,
1980,7829094613,
1981,8661263764,
1982,7596703214,
1983,6467582308,
1984,6704395824,
1985,6153296456,
1986,5053021951,
1987,5446428681,
1988,6038187033,
1989,6487912088,
1990,7360439423,
1991,6883516484,
1992,7646153984,
1993,7156593654,
1994,7374450769,
1995,8137911978,
1996,9059340385,
1997,11297802115,
1998,10255495027,
1999,12393131868,
2000,17759890110,
2001,17538461538,
2002,19363736264,
2003,23533791209,
2004,31734065934,
2005,44530494505,
2006,60882142857,
2007,79712087912,
2008,1.1527E+11,
2009,97798351648,
2010,1.25122E+11,
2011,1.67775E+11,
2012,1.86834E+11,
2013,1.98728E+11,
2014,2.06225E+11,
2015,1.64641E+11,
2016,1.52452E+11,
1987,38413636364,
1988,40809523810,
1989,42105263158,
1990,38995454545,
1991,28998684211,
1992,25121666667,
1993,26362894737,
1994,30074440483,
1995,37662075750,
1996,37182938696,
1997,35838588170,
1998,41976002704,
1999,36183003978,
2000,37438527800,
2001,40716836998,
2002,46174557556,
2003,59867801205,
2004,76216441462,
2005,99697566668,
2006,1.23533E+11,
2007,1.71537E+11,
2008,2.08182E+11,
2009,1.67423E+11,
2010,1.67998E+11,
2011,1.85363E+11,
2012,1.71665E+11,
2013,1.91549E+11,
2014,1.99493E+11,
2015,1.77911E+11,
2016,1.87592E+11,
1989,5.065E+11,
1990,5.16814E+11,
1991,5.17963E+11,
1992,4.60291E+11,
1993,4.35084E+11,
1994,3.95077E+11,
1995,3.95531E+11,
1996,3.9172E+11,
1997,4.04927E+11,
1998,2.70953E+11,
1999,1.95906E+11,
2000,2.59708E+11,
2001,3.06603E+11,
2002,3.4511E+11,
2003,4.30348E+11,
2004,5.91017E+11,
2005,7.64017E+11,
2006,9.89931E+11,
2007,1.29971E+12,
2008,1.66084E+12,
2009,1.22264E+12,
2010,1.52492E+12,
2011,2.05166E+12,
2012,2.21026E+12,
2013,2.29713E+12,
2014,2.06366E+12,
2015,1.36586E+12,
2016,1.28316E+12,
1960,119000024,
1961,122000016,
1962,125000008,
1963,128000000,
1964,129999994,
1965,148799980,
1966,124525702.9,
1967,159560018,
1968,172200018,
1969,188700037,
1970,219900006,
1971,222952578.2,
1972,246457838.3,
1973,290746157.1,
1974,308458423.2,
1975,571863295.7,
1976,637754162.1,
1977,746650558.6,
1978,905709147.3,
1979,1109346221,
1980,1254765350,
1981,1407062608,
1982,1407242640,
1983,1479688126,
1984,1587412957,
1985,1715625839,
1986,1944711061,
1987,2157434025,
1988,2395493878,
1989,2405021933,
1990,2550185618,
1991,1911600970,
1992,2029026704,
1993,1971525999,
1994,753636370.5,
1995,1293535011,
1996,1382334879,
1997,1851558302,
1998,1989343495,
1999,1817655328,
2000,1734938264,
2001,1674685094,
2002,1677447150,
2003,1845979299,
2004,2089188829,
2005,2581465864,
2006,3152016557,
2007,3824811913,
2008,4860576609,
2009,5379378135,
2010,5774003744,
2011,6491683832,
2012,7315702176,
2013,7622526429,
2014,8016288347,
2015,8261034258,
2016,8376048905,
1982,121221651.6,
1983,111862823.6,
1984,109200934.3,
1985,95572172.98,
1986,100947848.6,
1987,111713922.1,
1988,133016065.4,
1989,122888609.7,
1990,125766269.8,
1991,125597205.4,
1992,132303041.4,
1993,133122897.2,
1994,221098106.5,
1995,224865731.4,
1996,249908970.7,
1997,285475591.9,
1998,269481523.2,
1999,258833766.6,
2000,269019710.3,
2001,273088357.2,
2002,288078881.4,
2003,338838639.4,
2004,420320176.4,
2005,462649043,
2006,508503671.3,
2007,550970655.5,
2008,644132488.9,
2009,560959527.8,
2010,643046733.4,
2011,739785121.9,
2012,801168622.3,
2013,804808525.5,
2014,803589511.8,
2015,803985809.2,
2016,786356314.8,
1999,1215604990,
2000,1101897072,
2001,1160626398,
2002,1253529080,
2003,1600451467,
2004,1877328036,
2005,1958711603,
2006,2092585623,
2007,2488365727,
2008,2752307016,
2009,2363156432,
2010,2139072848,
2011,2054489853,
2012,1800077091,
2013,1865374403,
2014,1845561895,
2015,1569258068,
2016,1590707965,
2001,72230284.43,
2002,80531992.12,
2003,96343906.43,
2004,105360801.9,
2005,126194166.2,
2006,134441116.9,
2007,145827429.6,
2008,188021168.8,
2009,187821029,
2010,197454053.1,
2011,233213522.6,
2012,252560557.1,
2013,302925489.7,
2014,348899846.1,
2015,315880811.1,
2016,342781715.5,
1968,4187777711,
1969,4485777644,
1970,5377333333,
1971,7184853348,
1972,9664157499,
1973,14947391140,
1974,45412957746,
1975,46773368206,
1976,64005665722,
1977,74188249979,
1978,80265619485,
1979,1.1186E+11,
1980,1.64542E+11,
1981,1.84292E+11,
1982,1.53239E+11,
1983,1.29172E+11,
1984,1.19625E+11,
1985,1.03898E+11,
1986,86961922765,
1987,85695861148,
1988,88256074766,
1989,95344459279,
1990,1.1763E+11,
1991,1.32223E+11,
1992,1.37088E+11,
1993,1.32968E+11,
1994,1.35175E+11,
1995,1.43343E+11,
1996,1.58662E+11,
1997,1.65964E+11,
1998,1.46775E+11,
1999,1.61717E+11,
2000,1.89515E+11,
2001,1.84137E+11,
2002,1.89606E+11,
2003,2.15808E+11,
2004,2.58742E+11,
2005,3.2846E+11,
2006,3.769E+11,
2007,4.15965E+11,
2008,5.19797E+11,
2009,4.29098E+11,
2010,5.28207E+11,
2011,6.71239E+11,
2012,7.35975E+11,
2013,7.46647E+11,
2014,7.5635E+11,
2015,6.51757E+11,
2016,6.46438E+11,
1960,792824707.3,
1961,836493109.2,
1962,857425916.2,
1963,886387156.1,
1964,939145851.2,
1965,955834893.3,
1966,984942988.1,
1967,984605369.3,
1968,1034293645,
1969,983621024.1,
1970,1024832915,
1971,1058120427,
1972,1280328245,
1973,1471913474,
1974,1658273721,
1975,2235746645,
1976,2266860656,
1977,2320786491,
1978,2591178368,
1979,3226678628,
1980,3503282103,
1981,3176771103,
1982,3109677456,
1983,2774199193,
1984,2705535756,
1985,2962199836,
1986,4189860416,
1987,5040708115,
1988,4985153203,
1989,4913065111,
1990,5716644272,
1991,5617236033,
1992,6004885321,
1993,5678827999,
1994,3877196915,
1995,4878719133,
1996,5065830414,
1997,4672503920,
1998,5030344074,
1999,5144045360,
2000,4679604754,
2001,4877602060,
2002,5333862371,
2003,6858952880,
2004,8031344381,
2005,8707015771,
2006,9358710935,
2007,11284603071,
2008,13439023281,
2009,12814961485,
2010,12948906289,
2011,14390776644,
2012,14225310519,
2013,14851057085,
2014,15304363138,
2015,13640668374,
2016,14683697631,
1995,16750000000,
1996,20948677840,
1997,24147996550,
1998,18284194680,
1999,18409364147,
2000,6540247190,
2001,12267175481,
2002,16116843146,
2003,21188704081,
2004,24861483281,
2005,26252007830,
2006,30607991862,
2007,40289556656,
2008,49259526053,
2009,42616653300,
2010,39460357731,
2011,46466728667,
2012,40742313861,
2013,45519650911,
2014,44210806366,
2015,37160332465,
2016,38299854688,
1960,12012025.25,
1961,11592024.36,
1962,12642026.57,
1963,13923029.26,
1964,15393032.35,
1965,15603032.8,
1966,16443034.56,
1967,16632032.81,
1968,16074027.35,
1969,16452027.99,
1970,18432031.36,
1971,21965951.72,
1972,30645121.01,
1973,36896278.22,
1974,43134498.69,
1975,47803145.96,
1976,49278979.55,
1977,64526398.66,
1978,85552369.91,
1979,127261099.2,
1980,147357222.8,
1981,154902869,
1982,147912069.8,
1983,146712850.5,
1984,151313242,
1985,168887539.1,
1986,207850623.6,
1987,249267039.8,
1988,283828769,
1989,304832867.4,
1990,368584758.9,
1991,374359556.1,
1992,433667193.8,
1993,473916819.5,
1994,486451204.6,
1995,508221508.2,
1996,503068472.2,
1997,562958836.5,
1998,608369282.2,
1999,622985493.7,
2000,614879764.8,
2001,622262057.2,
2002,697518248.2,
2003,705704816,
2004,839319927.3,
2005,919103254.5,
2006,1016418229,
2007,1033561654,
2008,967199594,
2009,847397850.1,
2010,969936525.3,
2011,1065826670,
2012,1134267367,
2013,1411061261,
2014,1422530792,
2015,1437722206,
2016,1427323889,
1960,322009471.6,
1961,327834680.6,
1962,342721579.8,
1963,348546952.1,
1964,371848114.8,
1965,359379856.2,
1966,375479849.8,
1967,348795303,
1968,329860091.9,
1969,408690163.5,
1970,434410373.8,
1971,419549425.1,
1972,465381090,
1973,575230234.4,
1974,648590642.9,
1975,679335901.1,
1976,594895672.3,
1977,691777758.4,
1978,960728338.9,
1979,1109374722,
1980,1100685845,
1981,1114830472,
1982,1295361886,
1983,995104305.3,
1984,1087471862,
1985,856890498.6,
1986,490181456.6,
1987,701307602.3,
1988,1055083945,
1989,932974411.9,
1990,649644826.8,
1991,779981458.9,
1992,679997997.6,
1993,768812334.8,
1994,911915970.7,
1995,870758739.4,
1996,941742152.7,
1997,850218033.6,
1998,672375927.3,
1999,669384768.9,
2000,635874002.2,
2001,1079478388,
2002,1239004288,
2003,1371442566,
2004,1431208677,
2005,1627854495,
2006,1885112202,
2007,2158496873,
2008,2505458705,
2009,2489985963,
2010,2616610911,
2011,2942546781,
2012,3801862611,
2013,4920343195,
2014,5015180977,
2015,4251869870,
2016,3736588554,
1960,704462302.4,
1961,764308114.5,
1962,825885273.7,
1963,917222004.4,
1964,893734483.2,
1965,974193126.9,
1966,1095910101,
1967,1237423233,
1968,1425029400,
1969,1659055272,
1970,1919508689,
1971,2262544100,
1972,2719900351,
1973,3693760000,
1974,5216773826,
1975,5633386680,
1976,6326445410,
1977,6617532783,
1978,7515823563,
1979,9294635004,
1980,11893405684,
1981,14171819540,
1982,16078856440,
1983,17775280374,
1984,19735920492,
1985,19138296376,
1986,18569292305,
1987,20897630201,
1988,25337226971,
1989,30423573842,
1990,36152027893,
1991,45474442836,
1992,52156414979,
1993,60644572348,
1994,73777792327,
1995,87890009877,
1996,96403758865,
1997,1.00164E+11,
1998,85707636233,
1999,86283126844,
2000,95833932715,
2001,89286208629,
2002,91941192896,
2003,97001377569,
2004,1.14189E+11,
2005,1.27418E+11,
2006,1.47797E+11,
2007,1.79981E+11,
2008,1.92226E+11,
2009,1.92408E+11,
2010,2.36422E+11,
2011,2.75599E+11,
2012,2.89162E+11,
2013,3.02511E+11,
2014,3.08143E+11,
2015,2.96841E+11,
2016,2.96976E+11,
1990,12694544693,
1991,14213045494,
1992,15431288006,
1993,16452201101,
1994,20079363626,
1995,25733043137,
1996,27821913815,
1997,27660149541,
1998,29828899206,
1999,30415095887,
2000,29114875622,
2001,30703017450,
2002,35083608131,
2003,46731767494,
2004,57240535138,
2005,62697540107,
2006,70596729394,
2007,86304245825,
2008,1.00325E+11,
2009,88945625174,
2010,89501012916,
2011,98181259740,
2012,93413992956,
2013,98478349315,
2014,1.00948E+11,
2015,87501423882,
2016,89768598023,
1995,21273055398,
1996,21480023017,
1997,20749140606,
1998,22125435372,
1999,22689994990,
2000,20342201356,
2001,20875387068,
2002,23563576758,
2003,29697448108,
2004,34470227454,
2005,36346974008,
2006,39587732029,
2007,48114688201,
2008,55589849128,
2009,50244793832,
2010,48013606745,
2011,51290792018,
2012,46352802766,
2013,48116256926,
2014,49904928335,
2015,43072415017,
2016,44708598649,
1967,25203524.03,
1968,28084252.76,
1969,28606411.4,
1971,50056882.82,
1972,40606712.05,
1973,55272108.84,
1974,84539332.28,
1975,74617096.48,
1976,83099107.91,
1977,93147039.25,
1978,111022090,
1979,151270207.9,
1980,168715353.1,
1981,187313261.3,
1982,188446092.1,
1983,180219397.5,
1984,252806783.4,
1985,232306861.2,
1986,210737869.7,
1987,238606299.6,
1988,310684273.7,
1989,332286760.9,
1990,302515026.9,
1991,320355090.6,
1992,378778047.2,
1993,410923236.2,
1994,464756638.5,
1995,519334096.7,
1996,565163750.6,
1997,567919502.8,
1998,471177008.1,
1999,482214092.3,
2000,435103853.5,
2001,400463452.1,
2002,341661643.6,
2003,332738245.9,
2004,375111894.9,
2005,413909879.3,
2006,456705434,
2007,516074229,
2008,608293860.3,
2009,597765363.1,
2010,671585343.2,
2011,886498370.7,
2012,1025125082,
2013,1059695156,
2014,1156563123,
2015,1129164719,
2016,1202125000,
2013,5352000000,
2014,5647000000,
2015,5925000000,
2016,6217000000,
1960,7575248495,
1961,7972840543,
1962,8497830043,
1963,9423211536,
1964,10373792524,
1965,11334173317,
1966,12354752905,
1967,13777124458,
1968,14894302114,
1969,16780064399,
1970,18418031639,
1971,20334172260,
1972,21358137115,
1973,29293948127,
1974,36806475350,
1975,38114942529,
1976,36601885925,
1977,40649724011,
1978,46737580497,
1979,57647268409,
1980,82984078069,
1981,89629496833,
1982,82696902010,
1983,88786580363,
1984,87880468269,
1985,69208451593,
1986,82107924006,
1987,1.07415E+11,
1988,1.18332E+11,
1989,1.28903E+11,
1990,1.15553E+11,
1991,1.23943E+11,
1992,1.34545E+11,
1993,1.3431E+11,
1994,1.39752E+11,
1995,1.5546E+11,
1996,1.47608E+11,
1997,1.52586E+11,
1998,1.37774E+11,
1999,1.36632E+11,
2000,1.36362E+11,
2001,1.21601E+11,
2002,1.15748E+11,
2003,1.75257E+11,
2004,2.28937E+11,
2005,2.57671E+11,
2006,2.71811E+11,
2007,2.99034E+11,
2008,2.871E+11,
2009,2.97217E+11,
2010,3.75298E+11,
2011,4.16878E+11,
2012,3.96333E+11,
2013,3.6681E+11,
2014,3.51119E+11,
2015,3.17611E+11,
2016,2.95456E+11,
2008,15550136279,
2009,12231362023,
2010,15727363443,
2011,17826697892,
2012,10368813559,
2013,13257635695,
2014,13282084034,
2015,9015221096,
1960,12072126075,
1961,13834300571,
1962,16138545209,
1963,19074913948,
1964,21343844644,
1965,24756958695,
1966,28721062242,
1967,31647119228,
1968,31475548481,
1969,36038711600,
1970,40881655099,
1971,46492797365,
1972,58971806627,
1973,78425934894,
1974,97009800115,
1975,1.14465E+11,
1976,1.18185E+11,
1977,1.3209E+11,
1978,1.60163E+11,
1979,2.14019E+11,
1980,2.32135E+11,
1981,2.02257E+11,
1982,1.95464E+11,
1983,1.70487E+11,
1984,1.71635E+11,
1985,1.80302E+11,
1986,2.50638E+11,
1987,3.17882E+11,
1988,3.75139E+11,
1989,4.13631E+11,
1990,5.35101E+11,
1991,5.75599E+11,
1992,6.29202E+11,
1993,5.23649E+11,
1994,5.29122E+11,
1995,6.1294E+11,
1996,6.40998E+11,
1997,5.88692E+11,
1998,6.17042E+11,
1999,6.33194E+11,
2000,5.95403E+11,
2001,6.25976E+11,
2002,7.05146E+11,
2003,9.06853E+11,
2004,1.06956E+12,
2005,1.15728E+12,
2006,1.26455E+12,
2007,1.47934E+12,
2008,1.63502E+12,
2009,1.4991E+12,
2010,1.43162E+12,
2011,1.48807E+12,
2012,1.33602E+12,
2013,1.36185E+12,
2014,1.37691E+12,
2015,1.19779E+12,
2016,1.23726E+12,
1960,1409873950,
1961,1444327731,
1962,1434156379,
1963,1240672269,
1964,1309747899,
1965,1698319328,
1966,1751470588,
1967,1859465021,
1968,1801344538,
1969,1965546218,
1970,2296470588,
1971,2369308600,
1972,2553936348,
1973,2875625000,
1974,3574586466,
1975,3791298146,
1976,3591319857,
1977,4104509583,
1978,2733183857,
1979,3364611432,
1980,4024621900,
1981,4415844156,
1982,4768765017,
1983,5167913302,
1984,6043474843,
1985,5978460972,
1986,6405210564,
1987,6682167120,
1988,6978371581,
1989,6987267684,
1990,8032551173,
1991,9000362582,
1992,9703011636,
1993,10338679636,
1994,11717604209,
1995,13029697561,
1996,13897738375,
1997,15091913884,
1998,15794972847,
1999,15656327860,
2000,16330814180,
2001,15746229582,
2002,16536535647,
2003,18881765437,
2004,20662525941,
2005,24406252457,
2006,28279814925,
2007,32350248411,
2008,40713812310,
2009,42066217872,
2010,56725745039,
2011,65292741297,
2012,68434399083,
2013,74317806755,
2014,79356456990,
2015,80611989527,
2016,81321876307,
1960,12366563.61,
1961,12483229.31,
1962,12541562.15,
1963,12833226.39,
1964,13416554.86,
1965,13593932.32,
1966,14469078.18,
1967,16742338.25,
1968,14600000,
1969,15850000,
1970,16300000,
1971,19624746.45,
1972,22944849.12,
1973,24196018.38,
1974,31514856.31,
1975,33364055.3,
1976,30095602.29,
1977,44680000,
1978,49095407.41,
1979,58296666.67,
1980,67715444.44,
1981,79026037.04,
1982,84381407.41,
1983,85100481.48,
1984,95898444.44,
1985,106057000,
1986,125272259.3,
1987,140705629.6,
1988,165745740.7,
1989,185094777.8,
1990,208740444.4,
1991,209880963,
1992,229434518.5,
1993,249676000,
1994,277567259.3,
